Load1;Ts_o_1;Ts_i_1;Tp_o_1;Tp_i_1;Load2;Ts_o_2;Ts_i_2;Tp_o_2;Tp_i_2;Load3;Ts_o_3;Ts_i_3;Tp_o_3;Tp_i_3
2.24662E-08;67.2;22.9;25.8;88;3.09387E-08;66.2;22.9;26;88;3.53542E-08;66.2;22.9;26;88
1.1856E-07;68.5;27.5;27.2;89.1;1.58394E-07;68.3;27.5;27.2;89.1;1.80991E-07;68.3;27.6;27.2;89.1
7.86791E-08;68.5;27.4;26.6;89;1.05097E-07;68.5;27.4;26.7;89;1.20087E-07;68.5;27.5;26.7;89
2.25928E-07;68.5;28;28.3;89.2;1.42261E-07;68.4;28;30.8;89;1.59565E-07;68.4;31.4;30.7;88.9
9.15277E-08;69.3;33.4;35.1;89;-1.68236E-12;69.1;33.4;37.8;86.6;-1.92247E-12;69.1;39.6;37.3;86.6
1.37323E-07;68.7;30.4;30.5;89.4;2.53027E-08;68;30.4;26.3;87.7;3.54503E-08;68.1;27.9;26.6;87.7
1.62642E-07;68.3;28;30.2;89.4;3.45389E-08;66.5;28;25.9;87.7;3.53638E-08;66.5;23.1;26;87.7
1.33702E-07;69.2;27.5;27.1;89.1;3.91906E-08;67.4;27.5;26;87.8;4.47935E-08;67.4;22.7;26;87.8
1.09264E-07;69.3;35.2;36.7;88.8;-8.41182E-14;67.5;35.2;25.9;84;-9.61234E-14;67.5;22.8;25.9;84
1.01605E-07;69.3;32.9;34.7;88.6;0;67.5;32.9;25.5;80.1;0;67.4;22.7;25.5;80.1
4.86422E-08;69.5;36.4;37.9;88.4;0;67.4;36.4;25.1;76.4;0;67.4;22.5;25;76.4
1.40296E-07;69.4;33.8;35.5;88.8;4.32704E-08;65.9;33.8;25.8;86.8;4.94363E-08;65.9;27.1;25.8;86.8
1.88913E-07;69.3;31.1;32.9;89.1;2.70524E-08;65.1;31.1;25.9;87.6;3.09133E-08;65.1;23.1;25.9;87.6
1.07532E-07;69.2;26.3;28.9;89.3;3.90729E-08;66.7;26.3;26.1;87.8;4.46493E-08;66.7;22.9;26.1;87.8
1.07362E-07;69.2;28.8;30.9;89.2;3.25453E-08;67.5;28.8;25.9;87.8;3.71901E-08;67.5;22.5;25.8;87.8
1.63688E-07;68.9;28.8;29;89.4;1.61355E-07;68.7;28.8;27.6;89.1;1.81654E-07;68.7;25.5;27.5;89.1
7.4012E-08;68.5;24.7;26.7;88.9;9.9108E-08;68.5;24.7;26.6;88.9;1.17444E-07;68.4;24.1;26.6;88.9
9.73474E-08;68.8;26.2;25.9;89.1;1.30602E-07;68.8;26.2;26.1;89.1;1.4753E-07;68.8;26.3;25.9;89.1
1.19858E-08;67.3;27.4;25.5;88;1.86406E-08;68.7;27.4;25.4;88;1.83115E-08;67.3;27.3;25.5;88
2.07594E-08;66.2;22.7;25.7;87.9;2.66739E-08;67.1;22.7;25.8;87.9;3.53638E-08;66.3;23;25.9;88
1.19335E-07;68.3;25.5;27.5;89.1;1.59042E-07;68.5;25.5;27.5;89.1;1.80943E-07;68.3;27.6;27.2;89.1
